9403898911222 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403899595666 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403900252852 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403900820852 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403901379815 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403901937000 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403902496407 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403903054630 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403903611963 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403904169000 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403904734037 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403905290037 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403905846481 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403906405592 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403907697889 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403908267074 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403908830629 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403909390037 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403909952111 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403910771222 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403911337296 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403911897889 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403912829741 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403913397296 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403913959963 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403914519074 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403915077148 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403915637296 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403916196407 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403916758037 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403917315074 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403917874037 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403918430333 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403918988111 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403919551963 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403920158630 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403920736259 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403921297593 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403921856852 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403922421889 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403922980111 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403923538630 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403924096555 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403924655815 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403925216259 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403925776555 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403926333889 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403926894185 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403927454629 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403928017592 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403928581000 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403929139370 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403929696259 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403930801444 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403931390333 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403931952259 2 0.000000 0.000000 0.000000 0.000000 0.000000 
9403932510037 2 0.000000 0.000000 0.000000 0.000000 0.000000 
